player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jon Stevens Jr.,199008,S,NWESTERN,6,0,0,256,60.0,0,0,1,1.9,0.0,0,0,0.0,0,54,1,0,0,,0,0,0,0.0,,0,,0,28,0,0
Robby Preckel,199009,HB,NWESTERN,1,0,0,256,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jonah Hayes,199014,DI,NWESTERN,1,0,0,256,83.8,0,1,6,100.0,66.7,4,0,8.3,0,7,7,1,0,89.8,0,1,4,100.0,100.0,4,12.5,0,4,4,1
Caden O'Rourke,199018,ED,NWESTERN,2,0,0,256,54.2,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,56.0,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Mason Mayne,199022,DI,NWESTERN,4,0,0,256,54.4,0,1,22,100.0,0.0,0,1,2.3,0,24,24,1,0,55.3,0,1,10,100.0,0.0,0,5.0,0,11,11,1
Charlie Christopher,199028,LB,OHIO,10,2,0,259,74.3,2,4,27,14.8,3.7,1,0,18.5,2,203,30,8,0,56.7,0,2,9,20.0,11.1,1,11.1,0,55,11,2
Courtland Guillory,199032,CB,OKLAHOMA,13,0,0,261,68.2,1,0,3,0.8,0.0,0,7,16.7,0,386,3,1,0,,0,0,0,0.0,,0,,0,147,0,0
Brandon Rawls,199049,LB,OKLA STATE,12,0,0,262,56.6,3,3,38,16.1,10.5,4,0,10.5,1,249,40,7,0,60.9,2,3,11,19.0,27.3,3,31.8,1,63,12,6
Rashod Bradley,199050,ED,OKLA STATE,4,0,0,262,58.3,0,0,14,100.0,0.0,0,1,0.0,0,17,17,0,0,55.9,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Lucas Struck,199063,S,DOMINION,13,0,0,263,56.9,0,0,4,3.5,0.0,0,0,0.0,0,113,4,0,0,,0,0,0,0.0,,0,,0,24,0,0
Keshawn Thomas,199064,LB,DOMINION,13,0,0,263,64.6,1,2,37,31.7,8.1,3,1,14.9,4,120,38,7,0,58.8,1,0,7,50.0,14.3,1,7.1,0,16,8,1
Jorian Haynes,199066,CB,DOMINION,8,0,0,263,59.3,0,0,1,1.2,0.0,0,2,0.0,0,81,1,0,0,,0,0,0,0.0,,0,,0,19,0,0
Javen Gibson,199067,ED,DOMINION,13,0,0,263,60.9,0,17,168,99.5,10.1,17,4,7.4,4,184,183,21,0,70.1,0,11,51,100.0,21.6,11,16.7,3,58,58,14
LeDarrion Menter,199072,ED,DOMINION,6,0,0,263,61.3,0,1,17,100.0,11.8,2,0,8.8,1,17,17,2,0,55.1,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Hunter Malecki,199074,DI,DOMINION,13,0,0,263,60.4,0,9,114,99.2,7.0,8,0,6.6,3,125,124,12,0,54.9,0,6,52,98.3,5.8,3,7.7,1,59,58,7
Jackson Forrest,199076,LB,DOMINION,12,0,0,263,86.0,1,9,55,32.7,10.9,6,1,20.0,6,171,56,16,0,71.1,1,2,23,63.9,13.0,3,15.2,2,36,23,5
Emmanuel Taylor,199085,LB,PITTSBURGH,4,0,0,268,54.9,0,0,4,23.5,0.0,0,0,0.0,0,17,4,0,0,55.5,0,0,3,23.1,0.0,0,0.0,0,13,3,0
Justin Thompson,199086,LB,PITTSBURGH,1,0,0,268,66.1,0,1,3,75.0,33.3,1,0,16.7,0,4,3,1,0,67.0,0,1,2,66.7,50.0,1,25.0,0,3,2,1
Dillan Botts,199102,DI,RICE,13,1,0,275,61.9,0,6,156,100.0,5.8,9,0,2.6,1,167,167,7,0,60.6,0,3,41,100.0,9.8,4,3.7,0,47,47,3
Jo Chavez,199103,S,RICE,11,0,0,275,62.7,0,0,10,4.7,0.0,0,0,0.0,0,234,11,0,0,73.0,0,0,1,1.6,0.0,0,0.0,0,62,1,0
Jerrick Harper,199104,CB,RICE,11,0,0,275,60.0,0,0,1,0.4,0.0,0,1,0.0,0,245,1,0,0,,0,0,0,0.0,,0,,0,60,0,0
Robert Rooks,199109,DI,RICE,3,0,0,275,62.6,0,2,10,100.0,10.0,1,0,10.0,0,11,11,2,0,57.4,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Canaan Edwards,199112,DI,RUTGERS,1,0,0,278,59.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jyon Simon,199114,DI,RUTGERS,1,0,0,278,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
DJ McClary,199119,LB,RUTGERS,3,0,0,278,60.0,0,0,0,14.3,,0,0,,0,7,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Charles Cox III,199136,S,S JOSE ST,2,0,0,285,57.9,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Jireh Moe,199148,DI,S JOSE ST,11,0,0,285,78.5,0,9,88,99.0,14.8,13,0,7.4,2,96,95,11,0,69.8,0,5,29,100.0,17.2,5,8.6,0,33,33,5
La'Modrick Spencer,199155,CB,SMU,4,0,0,287,68.4,0,0,4,6.0,25.0,1,1,0.0,0,84,5,0,0,60.7,0,0,1,4.0,100.0,1,0.0,0,25,1,0
Mark Iheanachor,199166,LB,SMU,3,0,0,287,72.4,0,0,1,9.1,0.0,0,0,100.0,1,11,1,1,0,72.4,0,0,1,16.7,0.0,0,100.0,1,6,1,1
Tyren Polley,199169,S,SMU,5,0,0,287,54.7,0,1,13,9.4,0.0,0,0,3.8,0,171,16,1,0,52.1,0,1,5,10.8,0.0,0,10.0,0,65,7,1
Jalen Shivers,199170,DI,SMU,2,0,0,287,66.3,1,0,14,93.3,7.1,1,2,3.6,0,15,14,1,0,70.8,1,0,9,90.0,11.1,1,5.6,0,10,9,1
Tirrell Johnson Jr.,199184,ED,S ALABAMA,11,1,0,288,64.3,6,15,184,72.5,9.8,18,1,6.8,2,273,198,23,0,66.2,2,10,85,92.0,16.5,14,8.2,1,100,92,13
E'Mauri Smiley,199204,ED,S ALABAMA,12,0,0,288,57.8,0,3,80,98.9,1.3,1,1,4.4,2,87,86,5,0,62.5,0,0,24,100.0,0.0,0,4.2,1,25,25,1
Eric Thomas,199219,DI,SYRACUSE,2,0,0,304,57.8,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
DeAngelo Thompson,199220,ED,SYRACUSE,1,0,0,304,67.4,0,0,4,80.0,25.0,1,0,0.0,0,5,4,0,0,,0,0,0,0.0,,0,,0,1,0,0
Demetres Samuel Jr.,199223,CB,SYRACUSE,12,0,1,304,56.9,0,2,2,0.5,50.0,1,7,50.0,0,389,2,2,0,,0,0,0,0.0,,0,,0,120,0,0
Jaylen Pray,199226,ED,SYRACUSE,1,0,0,304,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Davion Kerr,199228,CB,SYRACUSE,1,0,0,304,60.0,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Antoine Deslauriers,199230,LB,SYRACUSE,12,1,0,304,62.5,0,5,38,16.5,10.5,4,1,9.2,1,237,39,6,0,68.3,0,2,13,18.1,23.1,3,15.4,1,72,13,3
Nathan Nyandoro,199231,ED,SYRACUSE,6,0,0,304,61.4,1,1,41,100.0,7.3,3,1,2.4,0,43,43,2,0,59.8,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Perry Cole Jr.,199241,DI,TCU,7,0,0,305,53.2,0,0,22,100.0,0.0,0,0,0.0,0,24,24,0,0,55.0,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Kelten Mickell,199242,DI,TCU,3,0,0,305,56.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,58.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Chad Woodfork,199249,ED,TCU,2,0,0,305,56.5,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,57.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Gil Jackson,199261,CB,TCU,9,0,0,305,59.3,1,0,1,1.4,0.0,0,2,50.0,0,74,1,1,0,,0,0,0,0.0,,0,,0,22,0,0
Julius Simms,199267,S,TCU,7,0,0,305,67.3,0,0,5,11.3,0.0,0,0,20.0,1,53,6,1,0,57.6,0,0,2,16.7,0.0,0,0.0,0,12,2,0
Curly Ordonez,199275,LB,TEMPLE,12,0,1,306,57.5,3,10,43,15.0,9.3,4,2,17.4,1,294,44,14,0,50.0,0,2,12,14.1,8.3,1,8.3,0,85,12,2
Elijah Barnes,199285,LB,TEXAS,4,0,0,311,74.4,0,2,6,23.3,33.3,2,0,33.3,1,30,7,3,0,74.6,0,1,2,21.4,50.0,1,75.0,1,14,3,2
Smith Orogbo,199287,ED,TEXAS,3,0,0,311,76.7,0,2,17,94.4,17.6,3,0,11.8,1,18,17,3,0,62.9,0,2,10,100.0,20.0,2,10.0,0,10,10,2
Josiah Sharma,199291,DI,TEXAS,3,0,0,311,57.2,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Graceson Littleton,199296,CB,TEXAS,13,0,0,311,61.1,1,2,11,2.6,0.0,0,3,13.6,0,418,11,3,0,63.2,1,2,6,4.0,0.0,0,25.0,0,151,6,3
Lance Jackson,199297,ED,TEXAS,13,0,1,311,57.6,3,12,157,95.4,5.7,9,2,6.1,2,174,166,17,0,53.0,1,7,70,96.2,5.7,4,7.1,1,78,75,9
Myron Charles,199302,DI,TEXAS,2,0,0,311,58.0,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,58.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justus Terry,199306,DI,TEXAS,9,0,0,311,63.6,1,3,40,100.0,10.0,4,0,5.0,0,44,44,4,0,63.8,1,1,13,100.0,15.4,2,7.7,0,16,16,2
Brock Golwas,199311,LB,TEXAS TECH,9,0,0,315,49.5,0,3,5,9.6,0.0,0,0,30.0,0,52,5,3,0,50.4,0,2,3,18.8,0.0,0,33.3,0,16,3,2
Cameron Gwinn,199319,DI,TOLEDO,1,0,0,316,53.1,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,53.1,0,0,4,100.0,0.0,0,0.0,0,5,5,0
DJ Kelly,199325,CB,TOLEDO,8,0,0,316,69.0,0,0,2,2.3,0.0,0,0,50.0,1,86,2,1,0,72.6,0,0,1,1.7,0.0,0,100.0,1,59,1,1
Jordin Farrow,199326,DI,TOLEDO,1,0,0,316,59.4,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Gavyn Baker,199328,FB,TROY,1,0,0,318,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Donnie Smith,199329,ED,TROY,14,1,0,318,71.1,4,24,220,85.7,12.7,28,0,11.4,11,273,234,39,0,74.8,2,14,99,99.1,18.2,18,15.2,7,110,109,23
Jaquez White,199330,CB,TROY,14,0,0,318,67.6,1,3,16,3.6,12.5,2,5,18.8,1,449,16,5,0,60.4,0,1,6,4.0,0.0,0,25.0,1,150,6,2
TJ Smith,199350,CB,TULANE,13,0,0,319,72.2,1,1,12,7.4,8.3,1,1,16.7,1,163,12,3,0,75.0,0,0,4,5.7,25.0,1,25.0,1,70,4,1
PaLanding Drammeh,199354,DI,TULANE,3,0,0,319,67.7,0,1,3,100.0,33.3,1,0,16.7,0,3,3,1,0,61.0,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Warren Roberts Jr.,199360,ED,TULANE,1,0,0,319,58.6,0,1,4,66.7,0.0,0,0,12.5,0,6,4,1,0,,0,0,0,0.0,,0,,0,1,0,0
Josh Lewis,199372,ED,TULANE,4,0,0,319,58.5,0,0,13,100.0,7.7,1,0,0.0,0,14,14,0,0,61.7,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Hudson Ball,199378,ED,TULSA,12,0,0,320,57.2,3,6,205,96.5,5.9,12,0,2.2,0,227,219,9,0,60.3,2,4,68,93.8,11.8,8,4.4,0,80,75,6
Mohamed Altayeb,199396,DI,UNLV,8,0,0,325,54.1,0,0,35,97.4,0.0,0,0,0.0,0,38,37,0,0,55.3,0,0,10,100.0,0.0,0,0.0,0,11,11,0
Quandarius Keyes,199397,CB,UNLV,14,0,0,325,56.7,0,0,2,0.9,0.0,0,1,0.0,0,234,2,0,0,59.1,0,0,1,1.2,0.0,0,0.0,0,81,1,0
Kenji Scanlan,199400,ED,UNLV,5,0,0,325,69.0,1,0,23,92.3,8.7,2,0,6.5,1,26,24,2,0,81.5,1,0,9,90.0,22.2,2,16.7,1,10,9,2
Eliah Logo,199404,DI,UNLV,6,0,1,325,59.2,0,1,44,100.0,4.5,2,1,1.1,0,47,47,1,0,57.7,0,0,17,100.0,5.9,1,0.0,0,17,17,0
Alex Graham,199414,CB,USC,5,0,1,326,61.1,0,1,7,6.6,14.3,1,1,7.1,0,106,7,1,0,56.7,0,0,2,5.0,0.0,0,0.0,0,40,2,0
Jahkeem Stewart,199417,DI,USC,11,0,0,326,64.1,3,4,114,98.4,9.6,11,3,3.9,1,128,126,8,0,69.1,2,1,32,100.0,18.8,6,7.8,1,38,38,4
Cash Jacobsen,199418,DI,USC,1,0,0,326,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Floyd Boucard,199421,DI,USC,10,0,0,326,69.1,5,8,116,100.0,9.5,11,0,6.5,1,117,117,14,0,74.2,3,4,34,100.0,20.6,7,13.2,1,34,34,8
Victor Zidor,199424,S,USF,3,0,0,327,59.1,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Jabari Smith,199426,CB,USF,6,0,0,327,77.9,1,1,9,18.8,11.1,1,0,11.1,0,48,9,2,0,90.1,1,1,4,22.2,25.0,1,25.0,0,18,4,2
Eli Jones,199430,ED,USF,4,0,0,327,60.1,0,0,14,100.0,7.1,1,0,0.0,0,14,14,0,0,64.6,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Gavin Leach,199433,LB,USF,3,0,0,327,59.4,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Nate Tilmon,199446,S,UTAH,9,0,0,328,63.5,1,6,15,16.9,6.7,1,1,30.0,1,89,15,8,0,56.0,1,1,5,14.3,0.0,0,20.0,0,35,5,2
Sione Motuapuaka,199447,TE,UTAH,1,0,0,328,57.3,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Cyrus Polu,199456,LB,UTAH,5,0,0,328,62.2,0,3,21,39.6,14.3,3,0,7.1,0,53,21,3,0,63.9,0,0,4,20.0,25.0,1,0.0,0,20,4,0
Karson Kaufusi,199461,DI,UTAH,10,0,0,328,59.1,0,3,89,100.0,5.6,5,0,2.8,1,96,96,4,0,59.3,0,2,35,100.0,5.7,2,5.7,1,39,39,3
Solo Barnes,199465,S,UTEP,12,1,0,330,79.1,1,3,15,3.9,13.3,2,1,20.0,1,415,16,5,0,66.6,0,2,3,2.8,33.3,1,33.3,0,106,3,2
Vashon Brunswick II,199472,LB,UTEP,3,0,0,330,59.0,0,1,9,29.4,0.0,0,0,16.7,1,34,10,2,0,70.1,0,1,2,20.0,0.0,0,75.0,1,10,2,2
Nik Henry,199475,WR,UTEP,1,0,0,330,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaylan Jones,199487,DI,UTSA,3,0,0,331,48.5,0,1,10,100.0,0.0,0,0,5.0,0,10,10,1,0,59.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Cam Upshaw Jr.,199489,S,UTSA,7,0,0,331,59.0,0,0,0,1.8,,0,0,,0,55,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Mike Williams Jr.,199491,ED,UTSA,7,0,0,331,55.8,0,0,14,100.0,0.0,0,1,0.0,0,15,15,0,0,58.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Corey Walls,199497,DI,UTSA,4,0,0,331,67.3,0,0,21,100.0,14.3,3,0,0.0,0,22,22,0,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Josiah Pratt,199499,DI,WAKE,1,0,0,339,64.1,1,1,9,100.0,11.1,1,0,11.1,0,9,9,2,0,65.8,1,0,6,100.0,16.7,1,8.3,0,6,6,1
Kadear Dembele,199505,DI,WAKE,4,0,0,339,59.5,1,1,35,100.0,5.7,2,1,2.9,0,35,35,2,0,54.6,0,0,13,100.0,0.0,0,0.0,0,13,13,0
Rylon Dillard-Allen,199507,S,WASHINGTON,13,0,0,340,74.4,1,1,2,1.0,0.0,0,0,50.0,0,208,2,2,0,59.1,0,0,1,1.2,0.0,0,0.0,0,85,1,0
Zaydrius Rainey-Sale,199508,LB,WASHINGTON,8,0,0,340,52.2,1,2,19,12.7,0.0,0,2,13.2,1,150,19,4,0,44.3,0,2,12,15.8,0.0,0,8.3,0,76,12,2
Devin Hyde,199520,ED,WASHINGTON,8,0,0,340,73.3,0,5,46,97.9,21.7,10,0,7.6,1,48,47,6,0,71.9,0,4,24,100.0,29.2,7,8.3,0,25,25,4
Dylan Robinson,199528,CB,WASHINGTON,9,0,0,340,64.0,0,0,4,1.7,0.0,0,2,25.0,1,237,4,1,0,68.3,0,0,3,2.9,0.0,0,33.3,1,102,3,1
Jamarey Smith,199538,CB,WASH STATE,3,0,0,341,60.0,0,0,1,3.3,0.0,0,2,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Chris Fileppo,199547,S,W VIRGINIA,8,0,0,343,59.8,0,2,7,13.2,14.3,1,0,14.3,0,53,7,2,0,59.2,0,1,1,7.1,0.0,0,50.0,0,14,1,1
Kennon Loftin,199549,LB,W KENTUCKY,1,0,0,346,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Sekou Peters,199553,DI,W KENTUCKY,3,0,0,346,56.3,0,0,12,100.0,0.0,0,0,0.0,0,14,14,0,0,58.9,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Jordan Donald,199565,LB,W KENTUCKY,8,1,0,346,63.3,1,1,11,17.1,0.0,0,0,18.2,1,70,12,3,0,63.5,0,0,3,11.8,0.0,0,33.3,1,34,4,1
Matthew Jung,199566,S,WISCONSIN,12,0,0,349,58.6,0,1,2,0.6,0.0,0,0,25.0,0,354,2,1,0,,0,0,0,0.0,,0,,0,132,0,0
Nicolas Clayton,199567,ED,WISCONSIN,5,0,0,349,75.2,0,1,7,90.0,42.9,3,0,7.1,0,10,9,1,0,80.9,0,1,5,100.0,60.0,3,10.0,0,6,6,1
Cairo Skanes,199568,CB,WISCONSIN,7,0,0,349,47.9,0,1,3,5.8,0.0,0,0,16.7,0,52,3,1,0,53.0,0,1,1,4.3,0.0,0,50.0,0,23,1,1
Cooper Catalano,199577,LB,WISCONSIN,10,0,0,349,66.7,0,2,13,7.0,15.4,2,0,23.1,2,187,13,4,0,69.3,0,1,4,5.6,25.0,1,62.5,2,72,4,3
Aamii Branch,199583,CB,AKRON,11,0,0,102,58.2,2,4,27,15.6,7.4,2,0,11.1,0,180,28,6,0,57.3,1,2,18,24.0,5.6,1,8.3,0,75,18,3
Markus Boswell,199587,LB,AKRON,11,0,0,102,68.1,0,0,23,21.7,0.0,0,0,8.7,2,106,23,2,0,72.3,0,0,10,31.3,0.0,0,20.0,2,32,10,2
Sherrod Smith,199589,CB,BOISE ST,11,0,1,120,60.0,0,1,1,0.6,100.0,1,2,50.0,0,163,1,1,0,,0,0,0,0.0,,0,,0,57,0,0
Samuel Brooks,199592,S,BOISE ST,3,0,0,120,63.0,0,0,3,21.1,33.3,1,0,0.0,0,19,4,0,0,59.2,0,0,0,14.3,,0,,0,7,1,0
Mana Tuioti,199601,LB,BOISE ST,4,0,0,120,79.4,0,4,6,24.0,50.0,3,0,33.3,0,25,6,4,0,80.1,0,3,2,25.0,100.0,2,75.0,0,8,2,3
Griffin Collins,199612,LB,BOSTON COL,4,0,0,121,60.4,0,1,6,29.2,16.7,1,0,8.3,0,24,7,1,0,62.3,0,1,3,44.4,33.3,1,16.7,0,9,4,1
TJ Green,199616,CB,BOSTON COL,9,0,0,121,63.7,0,1,12,5.8,8.3,1,0,12.5,1,208,12,2,0,70.7,0,1,5,5.9,20.0,1,30.0,1,85,5,2
Omarion Davis,199617,S,BOSTON COL,8,0,0,121,56.2,0,0,5,6.8,0.0,0,0,0.0,0,88,6,0,0,57.2,0,0,3,10.3,0.0,0,0.0,0,29,3,0
Amare Adams,199625,DI,CLEMSON,10,0,0,140,54.7,0,4,63,100.0,3.2,2,0,3.2,0,64,64,4,0,53.2,0,1,26,100.0,0.0,0,1.9,0,26,26,1
Ari Watford,199632,ED,CLEMSON,1,0,0,140,58.8,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jawarren Corbin,199643,LB,DELAWARE,3,0,0,151,67.6,0,0,3,15.0,0.0,0,0,33.3,1,20,3,1,0,,0,0,0,0.0,,0,,0,1,0,0
Julius Puryear,199649,LB,DELAWARE,2,0,0,151,58.6,0,0,2,20.0,0.0,0,0,0.0,0,10,2,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Khmari Johnson,199657,LB,FAU,12,1,0,165,85.6,7,10,43,22.2,34.9,15,2,22.1,1,207,46,18,1,88.9,3,5,23,32.9,43.5,10,17.4,0,79,26,8
Terez Reid,199659,CB,FAU,12,0,0,165,66.2,0,0,2,0.6,50.0,1,3,0.0,0,337,2,0,0,,0,0,0,0.0,,0,,0,124,0,0
Josh Roberts,199661,ED,FAU,12,0,0,165,61.3,2,7,123,72.0,6.5,8,1,6.1,3,182,131,12,0,57.6,2,4,49,78.8,10.2,5,8.2,1,66,52,7
Nimari Brantley,199662,DI,FAU,1,0,0,165,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Damon Allen,199672,CB,FAU,11,0,0,165,73.3,2,4,16,14.3,18.8,3,0,31.3,2,133,19,8,0,74.1,1,1,4,15.8,0.0,0,50.0,1,38,6,3
Zion Paret,199674,CB,FAU,11,0,0,165,63.8,1,1,4,2.9,25.0,1,1,25.0,0,140,4,2,0,57.2,0,1,1,1.9,0.0,0,50.0,0,52,1,1
Tae Harris,199685,S,GA TECH,9,0,0,176,59.6,0,0,2,1.7,0.0,0,0,0.0,0,121,2,0,0,,0,0,0,0.0,,0,,0,41,0,0
Derry Norris Jr.,199686,DI,GA TECH,1,0,0,176,59.8,0,0,0,100.0,,0,1,,0,1,1,0,0,59.8,0,0,0,100.0,,0,,0,1,1,0
Blake Belin,199688,DI,GA TECH,1,0,0,176,59.8,0,0,0,100.0,,0,0,,0,1,1,0,0,59.8,0,0,0,100.0,,0,,0,1,1,0
Carrington Coombs,199689,ED,GA TECH,1,0,0,176,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Christian Garrett,199691,ED,GA TECH,4,0,0,176,70.8,0,2,24,100.0,8.3,2,0,12.5,2,26,26,4,0,64.5,0,0,4,100.0,0.0,0,25.0,1,5,5,1
Andre Fuller Jr.,199692,ED,GA TECH,11,0,0,176,55.4,2,5,109,79.6,4.6,5,0,3.2,0,142,113,7,0,52.5,1,3,46,86.0,4.3,2,4.3,0,57,49,4
Sheldon Rice,199703,ED,HOUSTON,1,0,0,182,53.6,0,1,10,91.7,0.0,0,0,5.0,0,12,11,1,0,54.1,0,1,7,100.0,0.0,0,7.1,0,7,7,1
Chance Bryant,199704,ED,HOUSTON,7,0,0,182,62.9,0,1,19,68.8,10.5,2,0,2.6,0,32,22,1,0,69.4,0,1,7,72.7,28.6,2,7.1,0,11,8,1
Reshad Sterling,199708,ED,HOUSTON,1,0,0,182,55.1,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
DK Mays,199715,DI,HOUSTON,1,0,0,182,59.7,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Richmond Ugochukwu,199720,LB,HOUSTON,1,0,0,182,58.9,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,,,0,,0,0,0,0
Travis Buhake,199721,ED,HOUSTON,3,0,0,182,57.6,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Lake Bates,199726,S,LA LAFAYET,4,0,0,207,42.8,0,2,6,5.5,0.0,0,0,16.7,0,109,6,2,0,47.2,0,1,1,2.6,0.0,0,50.0,0,39,1,1
Jerome Simmons,199734,DI,LA MONROE,7,1,0,209,60.9,1,2,54,100.0,3.7,2,0,2.8,0,59,59,3,1,62.1,0,1,6,100.0,0.0,0,8.3,0,11,11,1
Jabari Tiller,199736,S,LA MONROE,10,0,0,209,64.8,0,4,13,10.1,23.1,3,0,23.1,1,158,16,5,0,71.4,0,2,4,16.2,50.0,2,50.0,1,37,6,3
Jalen Foster,199737,S,LA MONROE,6,0,0,209,60.8,1,0,3,2.4,0.0,0,1,16.7,0,126,3,1,0,59.9,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Ziggy Loa,199740,ED,LA MONROE,10,1,0,209,85.7,0,1,27,63.0,14.8,4,2,1.9,0,46,29,1,0,92.8,0,1,5,77.8,40.0,2,10.0,0,9,7,1
Noah Flemmings,199742,LB,LA MONROE,12,0,0,209,77.9,2,5,49,16.8,6.1,3,2,15.3,4,310,52,11,0,86.4,1,1,24,33.8,8.3,2,20.8,4,80,27,6
Zach Weeks,199752,LB,LSU,4,0,0,211,55.6,0,1,5,17.2,0.0,0,0,10.0,0,29,5,1,0,58.0,0,0,2,18.2,0.0,0,0.0,0,11,2,0
DJ Pickett,199755,CB,LSU,13,0,0,211,68.0,1,3,11,3.8,18.2,2,3,36.4,2,315,12,6,0,63.0,0,1,4,3.8,25.0,1,37.5,1,130,5,2
Brandon Brown,199761,DI,LSU,2,0,0,211,58.1,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jaiden Braker,199763,LB,LSU,1,0,0,211,60.0,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Walter Mathis Jr.,199768,DI,LSU,12,1,0,211,58.3,0,2,67,100.0,1.5,1,1,1.5,0,70,70,2,0,53.9,0,0,23,100.0,0.0,0,0.0,0,25,25,0
Damien Shanklin,199770,ED,LSU,3,0,0,211,70.0,0,0,7,100.0,0.0,0,0,28.6,2,8,8,2,0,69.3,0,0,2,100.0,0.0,0,50.0,1,2,2,1
