rank,Player,School,Pos,Year,actual_round,actual_pick,predicted_round,Height,Weight,arm_length_inches,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,RAS,speed_score,explosive_score,agility_score,p4_conference,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,coverage_snaps_per_target,INT_rate,PBU_rate,qb_rating_against,catch_rate,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,interceptions,pass_break_ups,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate,arm_33_plus,arm_34_plus,is_center,btt_rate,twp_rate,ypa,qb_rating,pressure_to_sack_rate,sack_percent,epa,positive_epa_percent,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,yards_after_contact,yco_attempt,elusive_rating,mtf_per_attempt,breakaway_percent,explosive_rate,targets_per_route,fumble_rate
144,Ruke Orhorhoro,Clemson,DT,2024,2,35,5.1149,76.0,294.0,34.0,4.89,32.0,116.0,,,,9.92,102.83522191181146,2.627985746413594,,1.0,,,,,,,,,,7.0,,,,,,,13.6,8.7,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Andru Phillips,Kentucky,CB,2024,3,70,5.1491,70.75,190.0,,4.48,42.0,135.0,,,,8.13,94.33471476321711,4.106092550474119,,1.0,1.1,10.5,422.0,99.1,7.0,0.0,0.0142180094786729,106.9,66.7,3.2,30.0,3.3,284.0,0.0,0.0,6.0,0.0,25.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
146,Deantre Prince,Mississippi,CB,2024,5,153,5.1512,72.0,183.0,,4.38,34.5,125.0,,,,6.63,99.44538727148891,-0.3695543027119682,,1.0,0.8,15.6,446.0,98.5,9.4,0.0022421524663677,0.0112107623318385,91.1,53.3,1.7,15.8,4.1,353.0,0.0,1.0,5.0,0.0,14.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,
147,Evan Williams,Oregon,S,2024,4,111,5.1519,71.25,206.0,30.12,4.59,40.5,126.0,,,,8.2,92.82104935782324,2.2911115508082727,,1.0,0.5,8.1,464.0,95.9,11.7,0.0,0.0043103448275862,96.5,73.0,6.3,17.6,5.6,260.0,0.0,0.0,2.0,33.3,15.8,20.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
148,Tanner McLachlan,ARIZONA,TE,2024,7,194,5.1592,77.125,244.0,31.62,4.61,35.0,117.0,20.0,7.38,4.58,,108.04784775772258,0.5534131533000207,,0.0,,,,,,,,,,,,,,,,,,,,,,,317.0,53.8,,,,,,,,,,,,,,,13.0,1.36,11.8,81.8,6.9,108.3,44.4,0.0,6.3,11.0,22.3,7.5,69.4,78.7,,,,,,,,
149,M.J. Devonshire,Pittsburgh,CB,2024,7,229,5.1782,70.75,186.0,,4.45,38.5,124.0,,7.12,4.35,6.61,94.86431955785575,0.8881029832813686,,1.0,1.4,16.4,328.0,99.1,5.6,0.0121951219512195,0.0152439024390243,60.8,45.5,0.6,30.8,5.7,331.0,0.0,4.0,5.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
150,Michael Barrett,Michigan,LB,2024,7,221,5.1875,72.0,233.0,32.12,4.72,31.0,115.0,,,,3.83,93.8896936800018,-1.6450533039449555,,1.0,0.7,5.4,292.0,80.9,7.6,0.0,0.0068493150684931,,,7.3,12.2,3.2,237.0,1.0,0.0,2.0,32.4,24.2,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Logan Lee,Iowa,DT,2024,5,139,5.1996,77.0,281.0,32.25,5.05,31.5,114.0,,,,9.2,86.41135257589485,2.133039395329237,,1.0,,,,,,,,,,5.3,,,,,,,11.0,7.6,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Tejhaun Palmer,UAB,WR,2024,6,191,5.2005,73.75,210.0,39.8,4.45,,,,,,,107.10487692015971,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.15,18.3,73.4,11.2,145.3,72.7,2.1,8.8,7.0,36.8,63.2,0.0,97.1,,,,,,,,
153,Jordan Travis,Florida State,QB,2024,6,171,5.2011,73.125,200.0,34.8,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,2.1,8.5,108.4,14.1,3.9,0.27,46.9,11.0,,,,10.0,,,,,,,,,,,,,,,,,
154,Jamari Thrash,Louisville,WR,2024,5,156,5.2045,71.75,188.0,31.0,4.46,34.0,120.0,,7.16,,6.77,95.02730441980513,-0.40588570701241133,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.35,13.7,64.6,11.1,104.9,15.8,11.4,6.7,16.0,10.8,89.2,0.0,94.8,,,,,,,,
155,Tyrice Knight,UTEP,LB,2024,4,118,5.2274,73.0,233.0,32.5,4.63,35.5,121.0,,,,7.41,101.40560317040263,0.6908845118727818,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Austin Booker,Kansas,ED,2024,5,144,5.2428,76.5,240.0,33.88,4.79,32.5,120.0,,,,7.02,91.17991514915668,0.07247681593649616,,1.0,,,,,,,,,,10.2,,,,,,,26.5,14.8,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Tyler Guyton,OKLAHOMA,OT,2024,1,29,5.2665,79.75,322.0,34.12,5.19,34.5,107.0,,,4.71,9.73,88.75982472729777,,0.252226642935875,0.0,,,,,,,,,,,,,,,,,,,,0.056338028169014,0.0,71.0,307.0,60.5,0.476,0.456,0.0052910052910052,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Sedrick Van Pran,Georgia,IOL,2024,5,141,5.2673,76.125,298.0,,5.2,,,,7.46,4.82,7.63,81.51412765659464,,0.7956350174768005,1.0,,,,,,,,,,,,,,,,,,,,0.0364963503649635,0.0,137.0,382.0,76.9,0.301,0.605,0.001926782273603,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,A.J. Barner,MICHIGAN,TE,2024,4,121,5.273,78.0,251.0,33.38,4.84,34.5,117.0,22.0,7.02,4.41,8.7,91.47918158800242,0.3867673947782166,,0.0,,,,,,,,,,,,,,,,,,,,,,,350.0,81.4,,,,,,,,,,,,,,,15.0,1.2,11.3,68.8,8.2,102.2,42.9,8.3,4.9,5.0,24.8,15.2,60.0,77.0,,,,,,,,
160,Anthony Gould,Oregon State,WR,2024,5,142,5.3198,68.375,174.0,29.62,4.39,39.5,129.0,,6.94,4.16,8.87,93.69602422186715,1.300833699420075,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.54,16.2,62.9,13.6,88.5,44.4,8.3,5.8,3.0,7.6,92.4,0.0,97.2,,,,,,,,
161,Jase McClellan,Alabama,RB,2024,6,186,5.3206,70.375,221.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,0.84,,,,,,,,47.0,,,,,580.0,3.2,83.8,0.2596685082872928,32.9,0.143646408839779,0.1024096385542168,0.0
162,Dylan Laube,New Hampshire,RB,2024,7,208,5.3433,69.875,206.0,,4.54,37.0,118.0,23.0,6.84,4.02,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Javon Foster,MISSOURI,OT,2024,4,114,5.3698,77.5,313.0,34.62,5.3,32.5,106.0,18.0,,4.93,6.31,79.33610130992015,,-0.8180525837653139,0.0,,,,,,,,,,,,,,,,,,,,0.0718954248366013,0.0065359477124183,153.0,455.0,85.8,0.367,0.556,0.0049342105263157,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Kamari Lassiter,Georgia,CB,2024,2,42,5.3906,71.5,187.0,,4.64,,,,6.62,4.12,6.24,80.68627758097561,0.0,,1.0,0.3,25.6,408.0,98.3,10.1,0.0,0.0122549019607843,48.7,38.5,1.4,17.6,10.8,291.0,0.0,0.0,5.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,
165,Ray Davis,Kentucky,RB,2024,4,128,5.4299,68.375,211.0,,4.52,35.0,119.0,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,1.28,,,,,,,,45.0,,,,,751.0,3.81,86.6,0.2284263959390862,44.7,0.1573604060913705,0.1541501976284585,0.0043668122270742
166,Luke McCaffrey,Rice,WR,2024,4,100,5.4883,73.625,198.0,30.12,4.46,36.0,121.0,,6.7,4.02,9.44,100.08194827192243,0.21473953169031096,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.11,14.0,59.2,10.7,87.2,60.7,4.1,6.0,9.0,71.5,27.9,0.0,94.6,,,,,,,,
167,Hunter Nourzad,Penn State,IOL,2024,5,159,5.4916,75.125,317.0,,,,,27.0,,,,,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0509554140127388,0.0,157.0,369.0,77.0,0.314,0.591,0.0019011406844106,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Myles Harden,South Dakota,CB,2024,7,227,5.5409,70.875,195.0,,4.5,35.5,118.0,13.0,6.88,3.98,8.3,95.10745313214449,-1.2587939797949326,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Layden Robinson,Texas A&M,IOL,2024,4,103,5.554,75.5,302.0,34.62,,,111.0,,,,8.2,,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0619047619047619,0.0047619047619047,210.0,289.0,69.4,0.384,0.578,0.0060120240480961,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Delmar Glaze,MARYLAND,OT,2024,3,77,5.5623,76.125,315.0,34.88,5.21,25.5,104.0,29.0,,4.83,5.54,85.50463477023833,,-0.33156202617386554,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Erick All,Iowa,TE,2024,4,115,5.5724,76.375,252.0,33.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,130.0,58.6,,,,,,,,,,,,,,,7.0,2.62,14.2,61.8,8.7,119.6,33.3,16.0,6.1,4.0,56.2,0.0,41.3,94.2,,,,,,,,
172,Malachi Corley,Western Kentucky,WR,2024,3,65,5.5804,70.625,207.0,32.12,4.56,,,,,4.22,7.76,95.7504823559604,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.78,12.5,68.7,5.5,112.4,23.5,7.1,8.6,14.0,85.9,13.5,0.0,93.9,,,,,,,,
173,Tyler Nubin,Minnesota,S,2024,2,47,5.5962,73.25,205.0,32.0,4.59,,,,,,3.72,92.37046173958137,0.0,,1.0,0.2,20.0,414.0,97.0,19.9,0.0120772946859903,0.0096618357487922,39.6,30.0,3.0,13.5,10.9,341.0,0.0,5.0,4.0,0.0,8.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,
174,Rasheen Ali*,Marshall,RB,2024,6,165,5.6638,71.25,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Johnny Wilson,Florida State,WR,2024,6,185,5.6912,78.375,231.0,35.38,4.52,37.0,128.0,,,,9.7,110.68486413588752,0.5250521510416721,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.42,15.0,58.6,13.8,97.1,40.9,10.9,3.8,9.0,8.7,90.9,0.0,92.7,,,,,,,,
176,Javon Solomon,Troy,ED,2024,5,168,5.7059,73.0,246.0,33.88,4.72,37.0,119.0,,,,7.28,99.1281744432637,1.2733640836615718,,0.0,,,,,,,,,,7.5,,,,,,,26.5,16.5,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Jalen McMillan,Washington,WR,2024,3,92,5.7419,73.0,197.0,32.12,4.47,37.0,127.0,,6.94,4.18,8.67,98.6884048469653,0.5250521510416721,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.3,12.3,71.4,9.6,118.0,0.0,10.0,6.4,6.0,89.2,5.8,0.8,92.7,,,,,,,,
178,Brenden Rice,USC,WR,2024,7,225,5.7685,74.375,208.0,33.0,4.5,36.5,119.0,13.0,6.95,4.45,7.17,101.44795000762079,0.3698958413659916,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.75,17.6,64.3,15.1,136.4,25.0,4.3,5.2,9.0,12.6,86.8,0.3,88.3,,,,,,,,
179,Nick Samac,Michigan State,IOL,2024,7,228,5.7771,76.0,307.0,,,,,,,,,,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0758620689655172,0.0068965517241379,145.0,234.0,77.2,0.368,0.513,0.0026385224274406,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Caelen Carson,Wake Forest,CB,2024,6,174,5.7824,71.875,193.0,,4.52,,,,,,6.21,92.47696440790602,0.0,,1.0,1.3,10.9,349.0,98.3,5.3,0.0,0.0114613180515759,98.2,56.3,1.4,0.0,6.5,295.0,0.0,0.0,4.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,
181,Ja'Tavion Sanders,TEXAS,TE,2024,4,101,5.8031,75.875,245.0,32.88,4.69,30.0,114.0,8.0,,4.32,5.75,101.27557303291522,-1.1130444319180208,,0.0,,,,,,,,,,,,,,,,,,,,,,,309.0,61.5,,,,,,,,,,,,,,,14.0,1.86,15.2,67.2,9.8,104.2,53.8,0.0,7.7,4.0,20.8,15.0,63.9,84.7,,,,,,,,
182,Jacob Monk,Duke,IOL,2024,6,164,5.8095,75.0,308.0,32.38,5.09,,108.0,,,,9.73,91.7718703321263,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0441176470588235,0.0049019607843137,204.0,331.0,63.2,0.505,0.4379999999999999,0.0037383177570093,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Curtis Jacobs,Penn State,LB,2024,7,250,5.861,73.0,241.0,31.5,4.58,35.0,120.0,,,,8.47,109.54312502127476,0.3776391362851551,,1.0,0.7,6.7,177.0,72.2,11.5,0.0,0.0,,,6.0,10.8,3.8,206.0,0.0,0.0,0.0,6.5,6.2,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,D.J. James,Auburn,CB,2024,7,193,5.8639,71.625,175.0,,4.42,,,,,,5.82,91.70203363975939,0.0,,1.0,1.1,28.8,360.0,98.9,6.7,0.0055555555555555,0.0277777777777777,87.4,61.5,0.9,30.8,8.6,326.0,0.0,2.0,10.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,
185,Zach Frazier,W VIRGINIA,IOL,2024,2,51,5.8711,74.625,313.0,,,,,30.0,,,7.67,,,-0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0357142857142857,0.0,112.0,447.0,74.8,0.412,0.474,0.0035778175313059,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Ainias Smith,Texas A&M,WR,2024,5,152,5.8903,69.375,190.0,29.0,4.55,,,21.0,6.84,4.26,,88.66209927556504,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.27,15.0,67.9,10.4,93.7,55.6,1.9,6.7,16.0,75.1,23.8,0.0,94.6,,,,,,,,
187,Zak Zinter,Michigan,IOL,2024,3,85,5.903,77.875,309.0,33.5,,,,,,,,,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.037593984962406,0.0,133.0,353.0,75.9,0.569,0.3879999999999999,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Isaiah Adams,Illinois,IOL,2024,3,71,5.9073,76.25,315.0,33.88,5.22,,102.0,22.0,,,7.23,84.85130721894812,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0949367088607595,0.0253164556962025,158.0,323.0,73.2,0.387,0.529,0.0041580041580041,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Marist Liufau,Notre Dame,LB,2024,3,87,5.9122,74.0,239.0,34.25,4.64,30.0,120.0,,,,5.63,103.1231034323699,-1.1439127380214364,,0.0,0.3,18.2,191.0,59.7,16.3,0.0,0.0052356020942408,,,3.7,21.2,3.0,275.0,1.0,0.0,1.0,13.4,10.2,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Devaughn Vele,Utah,WR,2024,7,235,5.9143,76.0,203.0,33.5,4.47,36.0,126.0,11.0,7.02,4.33,8.47,101.6941430656546,0.21473953169031096,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.81,13.8,61.4,11.8,91.0,42.9,4.4,3.4,2.0,34.1,64.7,1.2,94.8,,,,,,,,
191,Brennan Jackson,Washington State,ED,2024,5,154,5.9187,76.0,264.0,32.75,4.69,33.5,114.0,,,,8.42,109.12959706403926,-0.5636760057702713,,0.0,,,,,,,,,,4.9,,,,,,,18.8,12.2,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,McKinnley Jackson,Texas A&M,DT,2024,3,80,5.9294,73.0,326.0,32.88,5.26,23.0,106.0,,,,3.08,85.17352455770434,-1.9810616155998548,,1.0,,,,,,,,,,6.2,,,,,,,14.8,8.7,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Jarrett Kingston,USC,IOL,2024,7,215,5.9575,76.25,306.0,32.12,5.02,,111.0,32.0,,,9.93,96.3688227341816,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0736196319018405,0.0184049079754601,163.0,252.0,64.0,0.524,0.377,0.0072289156626506,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Kalen King,Penn State,CB,2024,7,255,5.9668,71.25,190.0,,4.55,37.0,122.0,,,4.16,6.68,88.66209927556504,-0.007026387355848873,,1.0,1.1,7.3,266.0,97.4,6.3,0.0,0.0037593984962406,82.4,61.0,2.5,20.0,3.4,208.0,0.0,0.0,1.0,50.0,28.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,
195,Keon Coleman,Florida State,WR,2024,2,33,6.0924,75.25,213.0,32.12,4.61,38.0,127.0,,,,8.18,94.32045726391355,0.8353647703930333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.74,13.2,57.5,12.4,111.5,33.3,3.8,6.3,9.0,29.2,69.6,0.2,93.8,,,,,,,,
196,Jha'Quan Jackson,Tulane,WR,2024,6,182,6.1204,69.125,188.0,30.88,4.42,32.0,118.0,12.0,,,5.34,98.51418471014152,-1.0265109457151336,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.3,16.9,60.5,11.7,116.3,37.5,10.3,6.3,7.0,82.4,17.6,0.0,96.0,,,,,,,,
197,Isaiah Davis,South Dakota State,RB,2024,6,173,6.1749,72.25,218.0,,4.57,34.5,119.0,23.0,,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Jowon Briggs,Cincinnati,DT,2024,7,249,6.1796,73.0,310.0,,5.04,26.0,104.0,,,,7.26,96.0880862334389,-1.3267611015963925,,1.0,,,,,,,,,,5.4,,,,,,,16.7,7.7,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Jaden Davis,Miami,CB,2024,7,226,6.1923,,,,,,,,,,5.49,,0.0,,1.0,1.1,9.3,381.0,97.2,8.4,0.0,0.0104986876640419,97.3,60.5,1.6,23.1,9.1,257.0,1.0,0.0,4.0,16.7,9.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,
200,Ryan Watts,Texas,CB,2024,7,195,6.2459,74.75,208.0,,4.53,40.5,125.0,,6.82,4.13,,98.78716508510881,1.7844102926294367,,1.0,1.7,14.7,267.0,98.9,7.6,0.0,0.0112359550561797,125.2,73.5,4.0,0.0,3.5,152.0,0.0,0.0,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,
201,Will Shipley,Clemson,RB,2024,4,127,6.2748,71.0,206.0,,4.45,,,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,0.99,,,,,,,,26.0,,,,,487.0,2.92,50.1,0.155688622754491,34.8,0.1676646706586826,0.1623931623931624,0.0151515151515151
202,Ennis Rakestraw Jr.,Missouri,CB,2024,2,61,6.3229,71.375,183.0,,4.51,,120.0,,,,6.17,88.46569991716069,-0.7148544888329447,,1.0,0.7,10.7,277.0,97.5,9.5,0.0,0.0072202166064981,96.9,64.3,2.9,8.3,1.7,181.0,0.0,0.0,2.0,0.0,14.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,
203,Solomon Byrd,USC,ED,2024,7,238,6.3553,75.0,255.0,33.62,,,,,,,1.61,,0.0,,1.0,,,,,,,,,,7.6,,,,,,,24.3,13.6,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,James Williams,Miami,S,2024,7,242,6.356,,,,,30.0,117.0,,,,,,-2.6628095476086684,,1.0,0.4,10.0,426.0,94.7,13.3,0.0023474178403755,0.0070422535211267,82.5,56.7,2.2,17.4,8.6,279.0,1.0,1.0,3.0,0.0,4.3,24.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
205,K.T. Leveston,KANSAS ST,OT,2024,7,254,6.3574,75.875,326.0,34.38,5.38,27.5,108.0,25.0,,4.89,,77.82488597807681,,-0.6234563607287337,0.0,,,,,,,,,,,,,,,,,,,,0.0763888888888889,0.0138888888888888,144.0,482.0,64.3,0.6829999999999999,0.263,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Spencer Rattler,South Carolina,QB,2024,5,150,6.3672,72.25,211.0,31.0,4.95,,,,,,4.0,70.28969441586582,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.2,7.9,99.1,21.0,7.9,0.03,45.6,12.0,,,,7.5,,,,,,,,,,,,,,,,,
207,Dylan McMahon,NC STATE,IOL,2024,6,190,6.388,75.375,299.0,,5.1,33.0,115.0,25.0,7.26,4.33,9.79,88.39353036221691,,4.310959306831875,0.0,,,,,,,,,,,,,,,,,,,,0.040650406504065,0.0,123.0,303.0,67.8,0.386,0.518,0.0023474178403755,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Braelon Allen,Wisconsin,RB,2024,5,134,6.4166,73.25,235.0,,,32.0,117.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,0.73,,,,,,,,47.0,,,,,682.0,3.77,93.7,0.2596685082872928,40.4,0.1325966850828729,0.1666666666666666,0.0191387559808612
209,Taylor Upshaw,Michigan,DT,2024,5,158,6.4216,76.0,260.0,,4.82,30.0,111.0,,,,,96.34189638596172,1.1443526833267403,,1.0,,,,,,,,,,2.7,,,,,,,15.1,11.5,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Calen Bullock,USC,S,2024,3,78,6.4414,74.0,188.0,32.5,4.48,,,,,,6.37,93.34171776570956,0.0,,1.0,0.7,15.9,458.0,99.8,9.8,0.0043668122270742,0.0152838427947598,97.0,59.1,1.9,9.8,11.8,386.0,0.0,2.0,7.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,
211,JD Bertrand,Notre Dame,LB,2024,6,212,6.4455,73.0,230.0,30.62,4.66,33.0,118.0,,,,,97.54705558078984,-0.5531619897514165,,0.0,0.5,10.0,250.0,70.6,11.6,0.0,0.008,,,6.6,17.2,3.2,293.0,0.0,0.0,2.0,25.6,20.2,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Micah Abraham,Marshall,CB,2024,7,201,6.5225,69.75,185.0,,4.43,,,,,,3.7,96.06978508939633,0.0,,0.0,1.0,20.6,500.0,99.6,7.6,0.008,0.022,75.4,49.2,1.1,21.4,8.3,385.0,0.0,4.0,11.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,
213,Casey Washington,Illinois,WR,2024,6,187,6.5456,72.875,201.0,32.8,4.46,39.5,127.0,13.0,7.39,4.43,7.15,101.59834142755761,1.300833699420075,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.63,13.7,64.5,10.1,82.7,59.1,3.9,4.9,4.0,4.7,95.3,0.0,93.0,,,,,,,,
214,Patrick McMorris,Cal,S,2024,7,198,6.6528,72.125,207.0,31.88,,35.5,118.0,13.0,6.88,3.98,3.72,,-0.6680658676770806,,0.0,0.5,5.4,491.0,95.2,12.7,0.0020366598778004,0.0040733197556008,90.0,64.9,3.0,21.9,8.4,373.0,1.0,1.0,2.0,12.5,13.6,25.0,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,
215,Jonah Laulu,Oklahoma,ED,2024,7,234,6.6752,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,5.9,,,,,,,16.0,12.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Jarvis Brownlee Jr.,Louisville,CB,2024,5,146,6.6959,70.375,194.0,,4.51,,,,,,4.62,93.78331029469494,0.0,,1.0,0.9,16.2,318.0,99.1,8.1,0.0031446540880503,0.0157232704402515,100.2,51.4,3.7,9.5,7.5,217.0,0.0,1.0,5.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,
217,Kamren Kinchens,Miami,S,2024,4,99,6.7069,71.25,202.0,31.25,4.6,35.0,110.0,,,,2.43,90.22980907015058,-2.127384976050817,,1.0,1.4,8.8,354.0,92.4,9.8,0.0141242937853107,0.0056497175141242,118.4,82.4,2.0,11.1,8.9,254.0,0.0,5.0,2.0,0.0,3.8,29.0,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,
