Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,interceptions,pass_break_ups,coverage_snaps_per_target,INT_rate,PBU_rate
2022,Nephi Sewell,LB,Utah,6-0,226.0,4.67,32.0,,120.0,7.01,4.33,False,,,7.04,29.38,14.8,8.5,61.0,9.6,11.4,3.2,309.0,1.0,0.5,2.9,359.0,85.5,1.0,1.0,10.1,0.002785515320334262,0.002785515320334262
2022,Brandon Smith,LB,Penn St.,6-4,250.0,4.52,37.5,,128.0,,,True,4.0,120.0,9.97,34.25,6.1,6.4,84.0,6.1,14.5,3.4,366.0,0.0,0.7,7.0,339.0,80.1,0.0,2.0,7.4,0.0,0.0058997050147492625
2022,Baylon Spector,LB,Clemson,6-0,233.0,4.6,36.0,,122.0,,,True,7.0,231.0,9.14,31.5,8.3,8.2,88.0,8.2,17.3,3.7,238.0,0.0,0.7,5.9,284.0,76.3,1.0,1.0,7.9,0.0035211267605633804,0.0035211267605633804
2022,Channing Tindall,LB,Georgia,6-2,230.0,4.47,42.0,,129.0,,,True,3.0,102.0,9.68,32.88,22.4,17.7,102.0,10.3,7.0,4.1,167.0,0.0,0.4,0.0,205.0,66.8,0.0,0.0,11.6,0.0,0.0
2022,Quay Walker,LB,Georgia,6-4,241.0,4.52,32.0,,122.0,,,True,1.0,22.0,9.63,32.62,15.7,9.1,114.0,8.2,5.4,4.4,198.0,0.0,0.9,5.7,299.0,72.4,0.0,2.0,8.2,0.0,0.006688963210702341
2023,Yasir Abdullah,LB,Louisville,6-1,237.0,4.47,36.5,,129.0,,,True,5.0,136.0,9.63,32.38,29.2,17.4,306.0,5.2,12.2,3.4,353.0,0.0,1.0,7.7,83.0,21.3,2.0,1.0,6.2,0.024096385542168676,0.012048192771084338
2023,Jeremy Banks,LB,Tennessee,6-1,232.0,4.53,37.5,25.0,127.0,7.27,4.38,False,,,8.96,32.0,12.9,11.3,63.0,10.2,14.6,3.1,191.0,1.0,1.1,11.1,244.0,79.5,0.0,4.0,6.4,0.0,0.01639344262295082
2023,Micah Baskerville,LB,LSU,6-1,221.0,,31.0,,115.0,,,False,,,1.56,31.25,20.8,16.3,53.0,10.6,7.5,4.4,307.0,0.0,0.6,25.6,349.0,86.8,1.0,7.0,8.5,0.0028653295128939827,0.02005730659025788
2023,Jack Campbell,LB,Iowa,6-5,249.0,4.65,37.5,,128.0,6.74,4.24,True,1.0,18.0,9.98,31.88,10.7,11.7,62.0,8.2,9.5,3.3,393.0,1.0,0.6,2.4,418.0,87.1,2.0,1.0,9.9,0.004784688995215311,0.0023923444976076554
2023,SirVocea Dennis,LB,Pittsburgh,6-1,226.0,,,19.0,,,,True,5.0,153.0,7.28,32.88,12.7,10.4,119.0,13.2,5.7,2.4,223.0,1.0,0.6,9.5,293.0,71.1,1.0,1.0,13.0,0.0034129692832764505,0.0034129692832764505
2023,Jalen Graham,LB,Purdue,6-2,220.0,4.64,30.5,,112.0,,,True,7.0,255.0,4.32,33.0,0.0,2.9,36.0,4.6,12.2,5.5,263.0,0.0,1.0,12.8,268.0,88.2,1.0,5.0,6.4,0.0037313432835820895,0.018656716417910446
2023,Daiyan Henley,LB,Washington St.,6-1,225.0,4.54,35.0,,125.0,,,True,3.0,85.0,8.06,33.0,12.5,18.0,67.0,7.8,5.3,3.5,262.0,0.0,1.1,2.2,338.0,83.5,1.0,1.0,6.9,0.0029585798816568047,0.0029585798816568047
2023,Shaka Heyward,LB,Duke,6-3,235.0,4.53,31.0,22.0,116.0,7.32,4.4,False,,,7.94,34.0,5.7,6.9,64.0,7.5,9.8,4.8,283.0,0.0,0.8,10.2,402.0,86.3,2.0,5.0,7.9,0.004975124378109453,0.012437810945273632
2023,Cam Jones,LB,Indiana,6-1,226.0,4.69,33.0,17.0,,,,False,,,5.6,31.25,0.0,8.3,29.0,14.8,2.3,3.2,146.0,0.0,0.3,0.0,137.0,82.5,0.0,0.0,14.4,0.0,0.0
2023,Ivan Pace Jr.,LB,Cincinnati,5-11,231.0,,,,,,,False,,,5.7,30.25,35.1,26.7,180.0,11.3,10.3,3.3,450.0,1.0,0.4,21.4,267.0,59.7,0.0,3.0,18.4,0.0,0.011235955056179775
2023,Ventrell Miller,LB,Florida,6-0,232.0,,,,,,,True,4.0,121.0,,32.5,16.7,13.3,46.0,12.3,14.1,2.4,276.0,0.0,1.0,7.4,264.0,85.2,0.0,2.0,9.3,0.0,0.007575757575757576
2023,Isaiah Moore,LB,North Carolina St.,6-2,233.0,,,26.0,,,,False,,,6.02,31.75,10.5,7.2,118.0,13.5,6.7,1.2,262.0,0.0,0.7,10.5,279.0,70.3,0.0,2.0,13.9,0.0,0.007168458781362007
2023,Anfernee Orji,LB,Vanderbilt,6-1,230.0,4.53,38.5,,122.0,7.0,4.43,False,,,9.24,32.0,9.8,6.3,102.0,11.1,15.9,2.8,324.0,1.0,0.8,0.0,314.0,75.5,1.0,0.0,9.7,0.0031847133757961785,0.0
2023,DeMarvion Overshown,LB,Texas,6-3,229.0,4.56,,15.0,124.0,,,True,3.0,90.0,8.18,32.25,16.7,9.4,90.0,10.5,11.3,2.8,290.0,1.0,0.7,6.1,329.0,78.5,0.0,2.0,9.5,0.0,0.0060790273556231
2023,Owen Pappoe,LB,Auburn,6-0,225.0,4.39,35.5,29.0,126.0,,,True,5.0,168.0,9.34,31.75,11.8,5.3,39.0,5.3,5.7,5.4,345.0,1.0,0.5,8.8,422.0,91.5,1.0,3.0,11.6,0.002369668246445498,0.0071090047393364926
2023,Drew Sanders,LB,Arkansas,6-4,235.0,,,,,,,True,3.0,67.0,8.97,32.12,22.7,18.0,148.0,7.7,14.3,3.7,342.0,0.0,0.7,7.7,356.0,70.6,1.0,2.0,12.2,0.0028089887640449437,0.0056179775280898875
2023,Noah Sewell,LB,Oregon,6-2,246.0,4.64,33.0,27.0,115.0,,,True,5.0,148.0,8.38,31.62,17.1,16.3,95.0,5.3,5.9,4.0,231.0,0.0,0.9,6.5,275.0,74.3,1.0,2.0,8.5,0.0036363636363636364,0.007272727272727273
2023,Trenton Simpson,LB,Clemson,6-2,235.0,4.43,,25.0,,,,True,3.0,86.0,9.84,32.38,7.7,4.8,109.0,6.6,11.4,4.4,229.0,1.0,0.7,11.1,284.0,72.3,0.0,1.0,7.4,0.0,0.0035211267605633804
2023,Charlie Thomas,LB,Georgia Tech,6-3,216.0,4.52,32.5,18.0,124.0,7.09,4.34,False,,,8.22,31.5,19.1,19.5,89.0,9.3,10.7,4.2,379.0,0.0,1.2,2.3,298.0,77.0,2.0,1.0,6.4,0.006711409395973154,0.003355704697986577
2023,Henry To'oTo'o,LB,Alabama,6-1,227.0,4.62,32.0,,116.0,,4.4,True,5.0,167.0,6.82,,6.1,9.2,94.0,10.5,11.4,2.5,348.0,1.0,0.6,0.0,408.0,81.3,0.0,0.0,9.8,0.0,0.0
2023,Dorian Williams,LB,Tulane,6-1,228.0,4.49,33.5,,120.0,,,True,3.0,91.0,8.81,33.75,10.5,10.5,95.0,9.5,8.2,3.7,387.0,2.0,0.5,14.8,367.0,79.4,2.0,3.0,13.1,0.005449591280653951,0.008174386920980926
2023,Dee Winters,LB,TCU,5-11,227.0,4.49,30.5,,117.0,,,True,6.0,216.0,5.71,31.62,6.0,3.9,108.0,5.0,9.4,3.8,451.0,0.0,0.8,2.3,425.0,79.7,1.0,1.0,9.2,0.002352941176470588,0.002352941176470588
